,Ticker,CompanyName,Sector,SubIndustry,HQLocation,DateFirstAdded,CIK,FoundedYear,QuoteURL,WikiPage,EDGARURL,HQLocationWikiPage,SectorId,Sector,IndustryGroupId,IndustryGroup,IndustryId,Industry,SubIndustryId,SubIndustry,SubIndustryDescription
226,HSY,The Hershey Company,Consumer Staples,Packaged Foods & Meats,"Hershey, Pennsylvania",1957-03-04,0000047111,1894,https://www.nyse.com/quote/XNYS:HSY,/wiki/The_Hershey_Company,https://www.sec.gov/cgi-bin/browse-edgar?CIK=HSY&action=getcompany,"/wiki/Hershey,_Pennsylvania",30,Consumer Staples,3020,"Food, Beverage & Tobacco",302020,Food Products,30202030,Packaged Foods & Meats,"Producers of packaged foods including dairy products, fruit juices, meats, poultry, fish and pet foods."
227,HES,Hess Corporation,Energy,Integrated Oil & Gas,"New York, New York",1984-05-31,0000004447,1919,https://www.nyse.com/quote/XNYS:HES,/wiki/Hess_Corporation,https://www.sec.gov/cgi-bin/browse-edgar?CIK=HES&action=getcompany,"/wiki/New_York,_New_York",10,Energy,1010,Energy,101020,"Oil, Gas & Consumable Fuels",10102010,Integrated Oil & Gas,"Integrated oil companies engaged in the exploration & production of oil and gas, as well as at least one other significant activity in either refining, marketing and transportation, or chemicals."
228,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals","Palo Alto, California",2015-11-02,0001645590,2015,https://www.nyse.com/quote/XNYS:HPE,/wiki/Hewlett_Packard_Enterprise,https://www.sec.gov/cgi-bin/browse-edgar?CIK=HPE&action=getcompany,"/wiki/Palo_Alto,_California",45,Information Technology,4520,Technology Hardware & Equipment,452020,"Technology Hardware, Storage & Peripherals",45202030,"Technology Hardware, Storage & Peripherals","Manufacturers of cellular phones, personal computers, servers, electronic computer components and peripherals. Includes data storage components, motherboards, audio and video cards, monitors, keyboards, printers, and other peripherals. Excludes semiconductors classified in the Semiconductors Sub-Industry."
229,HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Tysons Corner, Virginia",2017-06-19,0001585689,1919,https://www.nyse.com/quote/XNYS:HLT,/wiki/Hilton_Worldwide_Holdings_Inc,https://www.sec.gov/cgi-bin/browse-edgar?CIK=HLT&action=getcompany,"/wiki/Tysons_Corner,_Virginia",25,Consumer Discretionary,2530,Consumer Services,253010,"Hotels, Restaurants & Leisure",25301020,"Hotels, Resorts & Cruise Lines","Owners and operators of hotels, resorts and cruise-ships. Includes travel agencies, tour operators and related services not classified elsewhere . Excludes casino-hotels classified in the Casinos & Gaming Sub-Industry."
230,HFC,HollyFrontier Corp,Energy,Oil & Gas Refining & Marketing,"Dallas, Texas",2018-06-18,0000048039,1947,https://www.nyse.com/quote/XNYS:HFC,/wiki/HollyFrontier,https://www.sec.gov/cgi-bin/browse-edgar?CIK=HFC&action=getcompany,"/wiki/Dallas,_Texas",10,Energy,1010,Energy,101020,"Oil, Gas & Consumable Fuels",10102030,Oil & Gas Refining & Marketing,"Companies engaged in the refining and marketing of oil, gas and/or refined products not classified in the Integrated Oil & Gas or Independent Power Producers & Energy Traders Sub-Industries."
231,HOLX,Hologic,Health Care,Health Care Equipment,"Marlborough, Massachusetts",2016-03-30,0000859737,1985,http://www.nasdaq.com/symbol/holx,/wiki/Hologic,https://www.sec.gov/cgi-bin/browse-edgar?CIK=HOLX&action=getcompany,"/wiki/Marlborough,_Massachusetts",35,Health Care,3510,Health Care Equipment & Services,351010,Health Care Equipment & Supplies,35101010,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
232,HD,Home Depot,Consumer Discretionary,Home Improvement Retail,"Atlanta, Georgia",1988-03-31,0000354950,1978,https://www.nyse.com/quote/XNYS:HD,/wiki/Home_Depot,https://www.sec.gov/cgi-bin/browse-edgar?CIK=HD&action=getcompany,"/wiki/Atlanta,_Georgia",25,Consumer Discretionary,2550,Retailing,255040,Specialty Retail,25504030,Home Improvement Retail,Owners and operators of home and garden improvement retail stores. Includes stores offering building materials and supplies.
233,HON,Honeywell Int'l Inc.,Industrials,Industrial Conglomerates,"Morristown, New Jersey",1964-03-31,0000773840,1906,https://www.nyse.com/quote/XNYS:HON,/wiki/Honeywell_Int%27l_Inc.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=HON&action=getcompany,"/wiki/Morristown,_New_Jersey",20,Industrials,2010,Capital Goods,201050,Industrial Conglomerates,20105010,Industrial Conglomerates,"Diversified industrial companies with business activities in three or more sectors, none of which contributes a majority of revenues. Stakes held are predominantly of a controlling nature and stake holders maintain an operational interest in the running of the subsidiaries."
234,HRL,Hormel Foods Corp.,Consumer Staples,Packaged Foods & Meats,"Austin, Minnesota",2009-03-04,0000048465,1891,https://www.nyse.com/quote/XNYS:HRL,/wiki/Hormel_Foods_Corp.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=HRL&action=getcompany,"/wiki/Austin,_Minnesota",30,Consumer Staples,3020,"Food, Beverage & Tobacco",302020,Food Products,30202030,Packaged Foods & Meats,"Producers of packaged foods including dairy products, fruit juices, meats, poultry, fish and pet foods."
235,HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,"Bethesda, Maryland",2007-03-20,0001070750,1993,https://www.nyse.com/quote/XNYS:HST,/wiki/Host_Hotels_%26_Resorts,https://www.sec.gov/cgi-bin/browse-edgar?CIK=HST&action=getcompany,"/wiki/Bethesda,_Maryland",60,Real Estate,6010,Real Estate,601010,Equity Real Estate Investment Trusts (REITs),60101030,Hotel & Resort REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of hotel and resort properties."
236,HWM,Howmet Aerospace,Industrials,Aerospace & Defense,"Pittsburgh, Pennsylvania",1964-03-31,0000004281,2016,https://www.nyse.com/quote/XNYS:HWM,/wiki/Howmet_Aerospace,https://www.sec.gov/cgi-bin/browse-edgar?CIK=HWM&action=getcompany,"/wiki/Pittsburgh,_Pennsylvania",20,Industrials,2010,Capital Goods,201010,Aerospace & Defense,20101010,Aerospace & Defense,"Manufacturers of civil or military aerospace and defense equipment, parts or products. Includes defense electronics and space equipment."
237,HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals","Palo Alto, California",1974-12-31,0000047217,1939 (2015),https://www.nyse.com/quote/XNYS:HPQ,/wiki/HP_Inc.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=HPQ&action=getcompany,"/wiki/Palo_Alto,_California",45,Information Technology,4520,Technology Hardware & Equipment,452020,"Technology Hardware, Storage & Peripherals",45202030,"Technology Hardware, Storage & Peripherals","Manufacturers of cellular phones, personal computers, servers, electronic computer components and peripherals. Includes data storage components, motherboards, audio and video cards, monitors, keyboards, printers, and other peripherals. Excludes semiconductors classified in the Semiconductors Sub-Industry."
238,HUM,Humana Inc.,Health Care,Managed Health Care,"Louisville, Kentucky",,0000049071,1961,https://www.nyse.com/quote/XNYS:HUM,/wiki/Humana_Inc.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=HUM&action=getcompany,"/wiki/Louisville,_Kentucky",35,Health Care,3510,Health Care Equipment & Services,351020,Health Care Providers & Services,35102030,Managed Health Care,Owners and operators of Health Maintenance Organizations (HMOs) and other managed plans.
239,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio",,0000049196,1866,http://www.nasdaq.com/symbol/hban,/wiki/Huntington_Bancshares,https://www.sec.gov/cgi-bin/browse-edgar?CIK=HBAN&action=getcompany,"/wiki/Columbus,_Ohio",40,Financials,4010,Banks,401010,Banks,40101015,Regional Banks,Commercial banks whose businesses are derived primarily from conventional banking operations and have significant business activity in retail banking and small and medium corporate lending. Regional banks tend to operate in limited geographic regions. Excludes companies classified in the Diversified Banks and Thrifts & Mortgage Banks sub-industries. Also excludes investment banks classified in the Investment Banking & Brokerage Sub-Industry.
240,HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,"Newport News, Virginia",2018-01-03,0001501585,2011,https://www.nyse.com/quote/XNYS:HII,/wiki/Huntington_Ingalls_Industries,https://www.sec.gov/cgi-bin/browse-edgar?CIK=HII&action=getcompany,"/wiki/Newport_News,_Virginia",20,Industrials,2010,Capital Goods,201010,Aerospace & Defense,20101010,Aerospace & Defense,"Manufacturers of civil or military aerospace and defense equipment, parts or products. Includes defense electronics and space equipment."
241,IEX,IDEX Corporation,Industrials,Industrial Machinery,"Lake Forest, Illinois",2019-08-09,0000832101,1988,https://www.nyse.com/quote/XNYS:IEX,/wiki/IDEX_Corporation,https://www.sec.gov/cgi-bin/browse-edgar?CIK=IEX&action=getcompany,"/wiki/Lake_Forest,_Illinois",20,Industrials,2010,Capital Goods,201060,Machinery,20106020,Industrial Machinery,"Manufacturers of industrial machinery and industrial components. Includes companies that manufacture presses, machine tools, compressors, pollution control equipment, elevators, escalators, insulators, pumps, roller bearings and other metal fabrications."
242,IDXX,IDEXX Laboratories,Health Care,Health Care Equipment,"Westbrook, Maine",2017-01-05,0000874716,1983,http://www.nasdaq.com/symbol/idxx,/wiki/Idexx_Laboratories,https://www.sec.gov/cgi-bin/browse-edgar?CIK=IDXX&action=getcompany,"/wiki/Westbrook,_Maine",35,Health Care,3510,Health Care Equipment & Services,351010,Health Care Equipment & Supplies,35101010,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
243,INFO,IHS Markit Ltd.,Industrials,Research & Consulting Services,"London, United Kingdom",2017-06-02,0001598014,1959,http://www.nasdaq.com/symbol/info,/wiki/IHS_Markit,https://www.sec.gov/cgi-bin/browse-edgar?CIK=INFO&action=getcompany,/wiki/London,20,Industrials,2020,Commercial & Professional Services,202020,Professional Services,20202020,Research & Consulting Services,"Companies primarily providing research and consulting services to businesses and governments not classified elsewhere. Includes companies involved in management consulting services, architectural design, business information or scientific research, marketing, and testing & certification services. Excludes companies providing information technology consulting services classified in the IT Consulting & Other Services Sub-Industry."
244,ITW,Illinois Tool Works,Industrials,Industrial Machinery,"Glenview, Illinois",1986-02-28,0000049826,1912,https://www.nyse.com/quote/XNYS:ITW,/wiki/Illinois_Tool_Works,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ITW&action=getcompany,"/wiki/Glenview,_Cook_County,_Illinois",20,Industrials,2010,Capital Goods,201060,Machinery,20106020,Industrial Machinery,"Manufacturers of industrial machinery and industrial components. Includes companies that manufacture presses, machine tools, compressors, pollution control equipment, elevators, escalators, insulators, pumps, roller bearings and other metal fabrications."
245,ILMN,Illumina Inc,Health Care,Life Sciences Tools & Services,"San Diego, California",2015-11-19,0001110803,1998,http://www.nasdaq.com/symbol/ilmn,/wiki/Illumina_(company),https://www.sec.gov/cgi-bin/browse-edgar?CIK=ILMN&action=getcompany,"/wiki/San_Diego,_California",35,Health Care,3520,"Pharmaceuticals, Biotechnology & Life Sciences",352030,Life Sciences Tools & Services,35203010,Life Sciences Tools & Services,"Companies enabling the drug discovery, development and production continuum by providing analytical tools, instruments, consumables & supplies, clinical trial services and contract research services. Includes firms primarily servicing the pharmaceutical and biotechnology industries."
246,INCY,Incyte,Health Care,Biotechnology,"Wilmington, Delaware",2017-02-28,0000879169,1991,http://www.nasdaq.com/symbol/incy,/wiki/Incyte,https://www.sec.gov/cgi-bin/browse-edgar?CIK=INCY&action=getcompany,"/wiki/Wilmington,_Delaware",35,Health Care,3520,"Pharmaceuticals, Biotechnology & Life Sciences",352010,Biotechnology,35201010,Biotechnology,"Companies primarily engaged in the research, development, manufacturing and/or marketing of products based on genetic analysis and genetic engineering. Includes companies specializing in protein-based therapeutics to treat human diseases. Excludes companies manufacturing products using biotechnology but without a health care application."
247,IR,Ingersoll Rand,Industrials,Industrial Machinery,"Milwaukee, Wisconsin",2020-03-03,0001699150,1859,https://www.nyse.com/quote/XNYS:IR,/wiki/Ingersoll_Rand,https://www.sec.gov/cgi-bin/browse-edgar?CIK=IR&action=getcompany,"/wiki/Milwaukee,_Wisconsin",20,Industrials,2010,Capital Goods,201060,Machinery,20106020,Industrial Machinery,"Manufacturers of industrial machinery and industrial components. Includes companies that manufacture presses, machine tools, compressors, pollution control equipment, elevators, escalators, insulators, pumps, roller bearings and other metal fabrications."
248,INTC,Intel Corp.,Information Technology,Semiconductors,"Santa Clara, California",1976-12-31,0000050863,1968,http://www.nasdaq.com/symbol/intc,/wiki/Intel_Corp.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=INTC&action=getcompany,"/wiki/Santa_Clara,_California",45,Information Technology,4530,Semiconductors & Semiconductor Equipment,453010,Semiconductors & Semiconductor Equipment,45301020,Semiconductors,"Manufacturers of semiconductors and related products, including manufacturers of solar modules and cells."
249,ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,"Atlanta, Georgia",2007-09-26,0001571949,2000,https://www.nyse.com/quote/XNYS:ICE,/wiki/Intercontinental_Exchange,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ICE&action=getcompany,"/wiki/Atlanta,_Georgia",40,Financials,4020,Diversified Financials,402030,Capital Markets,40203040,Financial Exchanges & Data,"Financial exchanges for securities, commodities, derivatives and other financial instruments, and providers of financial decision support tools and products including ratings agencies"
250,IBM,International Business Machines,Information Technology,IT Consulting & Other Services,"Armonk, New York",1957-03-04,0000051143,1911,https://www.nyse.com/quote/XNYS:IBM,/wiki/IBM,https://www.sec.gov/cgi-bin/browse-edgar?CIK=IBM&action=getcompany,"/wiki/Armonk,_New_York",45,Information Technology,4510,Software & Services,451020,IT Services,45102010,IT Consulting & Other Services,Providers of information technology and systems integration services not classified in the Data Processing & Outsourced Services Sub-Industry. Includes information technology consulting and information management services.
251,IP,International Paper,Materials,Paper Packaging,"Memphis, Tennessee",1957-03-04,0000051434,1898,https://www.nyse.com/quote/XNYS:IP,/wiki/International_Paper,https://www.sec.gov/cgi-bin/browse-edgar?CIK=IP&action=getcompany,"/wiki/Memphis,_Tennessee",15,Materials,1510,Materials,151030,Containers & Packaging,15103020,Paper Packaging,Manufacturers of paper and cardboard containers and packaging.
252,IPG,Interpublic Group,Communication Services,Advertising,"New York, New York",1992-10-01,0000051644,1961 (1930),https://www.nyse.com/quote/XNYS:IPG,/wiki/Interpublic_Group,https://www.sec.gov/cgi-bin/browse-edgar?CIK=IPG&action=getcompany,"/wiki/New_York,_New_York",50,Communication Services,5020,Media & Entertainment,502010,Media,50201010,Advertising,"Companies providing advertising, marketing or public relations services."
253,IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,"New York, New York",1976-03-31,0000051253,1958 (1889),https://www.nyse.com/quote/XNYS:IFF,/wiki/International_Flavors_%26_Fragrances,https://www.sec.gov/cgi-bin/browse-edgar?CIK=IFF&action=getcompany,"/wiki/New_York,_New_York",15,Materials,1510,Materials,151010,Chemicals,15101050,Specialty Chemicals,"Companies that primarily produce high value-added chemicals used in the manufacture of a wide variety of products, including but not limited to fine chemicals, additives, advanced polymers, adhesives, sealants and specialty paints, pigments and coatings."
254,INTU,Intuit Inc.,Information Technology,Application Software,"Mountain View, California",2000-12-05,0000896878,1983,http://www.nasdaq.com/symbol/intu,/wiki/Intuit_Inc.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=INTU&action=getcompany,"/wiki/Mountain_View,_California",45,Information Technology,4510,Software & Services,451030,Software,45103010,Application Software,"Companies engaged in developing and producing software designed for specialized applications for the business or consumer market. Includes enterprise and technical software, as well as cloud-based software. Excludes companies classified in the Interactive Home Entertainment Sub-Industry. Also excludes companies producing systems or database management software classified in the Systems Software Sub-Industry."
255,ISRG,Intuitive Surgical Inc.,Health Care,Health Care Equipment,"Sunnyvale, California",2008-06-02,0001035267,1995,http://www.nasdaq.com/symbol/isrg,/wiki/Intuitive_Surgical_Inc.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ISRG&action=getcompany,"/wiki/Sunnyvale,_California",35,Health Care,3510,Health Care Equipment & Services,351010,Health Care Equipment & Supplies,35101010,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
256,IVZ,Invesco Ltd.,Financials,Asset Management & Custody Banks,"Atlanta, Georgia",2008-08-21,0000914208,1935,https://www.nyse.com/quote/XNYS:IVZ,/wiki/Invesco_Ltd.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=IVZ&action=getcompany,"/wiki/Atlanta,_Georgia",40,Financials,4020,Diversified Financials,402030,Capital Markets,40203010,Asset Management & Custody Banks,"Financial institutions primarily engaged in investment management and/or related custody and securities fee-based services. Includes companies operating mutual funds, closed-end funds and unit investment trusts. Excludes banks and other financial institutions primarily involved in commercial lending, investment banking, brokerage and other specialized financial activities."
257,IPGP,IPG Photonics Corp.,Information Technology,Electronic Manufacturing Services,"Oxford, Massachusetts",2018-03-07,0001111928,1990,http://www.nasdaq.com/symbol/ipgp,/wiki/IPG_Photonics,https://www.sec.gov/cgi-bin/browse-edgar?CIK=IPGP&action=getcompany,"/wiki/Oxford,_Massachusetts",45,Information Technology,4520,Technology Hardware & Equipment,452030,"Electronic Equipment, Instruments & Components",45203020,Electronic Manufacturing Services,Producers of electronic equipment mainly for the OEM (Original Equipment Manufacturers) markets.
258,IQV,IQVIA Holdings Inc.,Health Care,Life Sciences Tools & Services,"Durham, North Carolina",2017-08-29,0001478242,1982,https://www.nyse.com/quote/XNYS:IQV,/wiki/IQVIA,https://www.sec.gov/cgi-bin/browse-edgar?CIK=IQV&action=getcompany,"/wiki/Durham,_North_Carolina",35,Health Care,3520,"Pharmaceuticals, Biotechnology & Life Sciences",352030,Life Sciences Tools & Services,35203010,Life Sciences Tools & Services,"Companies enabling the drug discovery, development and production continuum by providing analytical tools, instruments, consumables & supplies, clinical trial services and contract research services. Includes firms primarily servicing the pharmaceutical and biotechnology industries."
259,IRM,Iron Mountain Incorporated,Real Estate,Specialized REITs,"Boston, Massachusetts",2009-01-06,0001020569,1951,https://www.nyse.com/quote/XNYS:IRM,/wiki/Iron_Mountain_Incorporated,https://www.sec.gov/cgi-bin/browse-edgar?CIK=IRM&action=getcompany,"/wiki/Boston,_Massachusetts",60,Real Estate,6010,Real Estate,601010,Equity Real Estate Investment Trusts (REITs),60101080,Specialized REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of properties not classified elsewhere. Includes trusts that operate and invest in storage properties. It also includes REITs that do not generate a majority of their revenues and income from real estate rental and leasing operations."
260,JKHY,Jack Henry & Associates,Information Technology,Data Processing & Outsourced Services,"Monett, Missouri",2018-11-13,0000779152,1976,http://www.nasdaq.com/symbol/jkhy,/wiki/Jack_Henry_%26_Associates,https://www.sec.gov/cgi-bin/browse-edgar?CIK=JKHY&action=getcompany,"/wiki/Monett,_Missouri",45,Information Technology,4510,Software & Services,451020,IT Services,45102020,Data Processing & Outsourced Services,Providers of commercial electronic data processing and/or business process outsourcing services. Includes companies that provide services for back-office automation.
261,J,Jacobs Engineering Group,Industrials,Construction & Engineering,"Dallas, Texas",2007-10-26,0000052988,1947,https://www.nyse.com/quote/XNYS:J,/wiki/Jacobs_Engineering_Group,https://www.sec.gov/cgi-bin/browse-edgar?CIK=J&action=getcompany,"/wiki/Dallas,_Texas",20,Industrials,2010,Capital Goods,201030,Construction & Engineering,20103010,Construction & Engineering,Companies engaged in primarily non-residential construction. Includes civil engineering companies and large-scale contractors. Excludes companies classified in the Homebuilding Sub-Industry.
262,JBHT,J. B. Hunt Transport Services,Industrials,Trucking,"Lowell, Arkansas",2015-07-01,0000728535,1961,http://www.nasdaq.com/symbol/jbht,/wiki/J._B._Hunt_Transport_Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=JBHT&action=getcompany,"/wiki/Lowell,_Arkansas",20,Industrials,2030,Transportation,203040,Road & Rail,20304020,Trucking,Companies providing primarily goods and passenger land transportation. Includes vehicle rental and taxi companies.
263,SJM,JM Smucker,Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio",2008-11-06,0000091419,1897,https://www.nyse.com/quote/XNYS:SJM,/wiki/JM_Smucker,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SJM&action=getcompany,"/wiki/Orrville,_Ohio",30,Consumer Staples,3020,"Food, Beverage & Tobacco",302020,Food Products,30202030,Packaged Foods & Meats,"Producers of packaged foods including dairy products, fruit juices, meats, poultry, fish and pet foods."
264,JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,"New Brunswick, New Jersey",1973-06-30,0000200406,1886,https://www.nyse.com/quote/XNYS:JNJ,/wiki/Johnson_%26_Johnson,https://www.sec.gov/cgi-bin/browse-edgar?CIK=JNJ&action=getcompany,"/wiki/New_Brunswick,_New_Jersey",35,Health Care,3520,"Pharmaceuticals, Biotechnology & Life Sciences",352020,Pharmaceuticals,35202010,Pharmaceuticals,"Companies engaged in the research, development or production of pharmaceuticals. Includes veterinary drugs."
265,JCI,Johnson Controls International,Industrials,Building Products,"Cork, Ireland",2010-08-27,0000833444,1885,https://www.nyse.com/quote/XNYS:JCI,/wiki/Johnson_Controls,https://www.sec.gov/cgi-bin/browse-edgar?CIK=JCI&action=getcompany,/wiki/Cork_(city),20,Industrials,2010,Capital Goods,201020,Building Products,20102010,Building Products,Manufacturers of building components and home improvement products and equipment. Excludes lumber and plywood classified under Forest Products and cement and other materials classified in the Construction Materials Sub-Industry.
266,JPM,JPMorgan Chase & Co.,Financials,Diversified Banks,"New York, New York",1975-06-30,0000019617,2000 (1799 / 1871),https://www.nyse.com/quote/XNYS:JPM,/wiki/JPMorgan_Chase_%26_Co.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=JPM&action=getcompany,"/wiki/New_York,_New_York",40,Financials,4010,Banks,401010,Banks,40101010,Diversified Banks,"Large, geographically diverse banks with a national footprint whose revenues are derived primarily from conventional banking operations, have significant business activity in retail banking and small and medium corporate lending, and provide a diverse range of financial services. Excludes banks classified in the Regional Banks and Thrifts & Mortgage Finance Sub-Industries. Also excludes investment banks classified in the Investment Banking & Brokerage Sub-Industry."
267,JNPR,Juniper Networks,Information Technology,Communications Equipment,"Sunnyvale, California",2006-06-02,0001043604,1996,https://www.nyse.com/quote/XNYS:JNPR,/wiki/Juniper_Networks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=JNPR&action=getcompany,"/wiki/Sunnyvale,_California",45,Information Technology,4520,Technology Hardware & Equipment,452010,Communications Equipment,45201020,Communications Equipment,"Manufacturers of communication equipment and products, including LANs, WANs, routers, telephones, switchboards and exchanges. Excludes cellular phone manufacturers classified in the Technology Hardware, Storage & Peripherals Sub-Industry."
268,KSU,Kansas City Southern,Industrials,Railroads,"Kansas City, Missouri",2013-05-24,0000054480,1887,https://www.nyse.com/quote/XNYS:KSU,/wiki/Kansas_City_Southern_(company),https://www.sec.gov/cgi-bin/browse-edgar?CIK=KSU&action=getcompany,"/wiki/Kansas_City,_Missouri",20,Industrials,2030,Transportation,203040,Road & Rail,20304010,Railroads,Companies providing primarily goods and passenger rail transportation.
269,K,Kellogg Co.,Consumer Staples,Packaged Foods & Meats,"Battle Creek, Michigan",,0000055067,1906,https://www.nyse.com/quote/XNYS:K,/wiki/Kellogg_Co.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=K&action=getcompany,"/wiki/Battle_Creek,_Michigan",30,Consumer Staples,3020,"Food, Beverage & Tobacco",302020,Food Products,30202030,Packaged Foods & Meats,"Producers of packaged foods including dairy products, fruit juices, meats, poultry, fish and pet foods."
270,KEY,KeyCorp,Financials,Regional Banks,"Cleveland, Ohio",1994-03-01,0000091576,1825,https://www.nyse.com/quote/XNYS:KEY,/wiki/KeyCorp,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KEY&action=getcompany,"/wiki/Cleveland,_Ohio",40,Financials,4010,Banks,401010,Banks,40101015,Regional Banks,Commercial banks whose businesses are derived primarily from conventional banking operations and have significant business activity in retail banking and small and medium corporate lending. Regional banks tend to operate in limited geographic regions. Excludes companies classified in the Diversified Banks and Thrifts & Mortgage Banks sub-industries. Also excludes investment banks classified in the Investment Banking & Brokerage Sub-Industry.
271,KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,"Santa Rosa, California",2018-11-06,0001601046,2014,https://www.nyse.com/quote/XNYS:KEYS,/wiki/Keysight_Technologies,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KEYS&action=getcompany,"/wiki/Santa_Rosa,_California",45,Information Technology,4520,Technology Hardware & Equipment,452030,"Electronic Equipment, Instruments & Components",45203010,Electronic Equipment & Instruments,"Manufacturers of electronic equipment and instruments including analytical, electronic test and measurement instruments, scanner/barcode products, lasers, display screens, point-of-sales machines, and security system equipment."
272,KMB,Kimberly-Clark,Consumer Staples,Household Products,"Irving, Texas",1957-03-04,0000055785,1872,https://www.nyse.com/quote/XNYS:KMB,/wiki/Kimberly-Clark,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KMB&action=getcompany,"/wiki/Irving,_Texas",30,Consumer Staples,3030,Household & Personal Products,303010,Household Products,30301010,Household Products,"Producers of non-durable household products, including detergents, soaps, diapers and other tissue and household paper products not classified in the Paper Products Sub-Industry."
273,KIM,Kimco Realty,Real Estate,Retail REITs,"New Hyde Park, New York",2006-04-04,0000879101,1958,https://www.nyse.com/quote/XNYS:KIM,/wiki/Kimco_Realty,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KIM&action=getcompany,"/wiki/New_Hyde_Park,_New_York",60,Real Estate,6010,Real Estate,601010,Equity Real Estate Investment Trusts (REITs),60101070,Retail REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of shopping malls, outlet malls, neighborhood and community shopping centers."
274,KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",2012-05-25,0001506307,1997,https://www.nyse.com/quote/XNYS:KMI,/wiki/Kinder_Morgan,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KMI&action=getcompany,"/wiki/Houston,_Texas",10,Energy,1010,Energy,101020,"Oil, Gas & Consumable Fuels",10102040,Oil & Gas Storage & Transportation,"Companies engaged in the storage and/or transportation of oil, gas and/or refined products. Includes diversified midstream natural gas companies, oil and refined product pipelines, coal slurry pipelines and oil & gas shipping companies."
275,KLAC,KLA Corporation,Information Technology,Semiconductor Equipment,"Milpitas, California",,0000319201,1975/1977 (1997),http://www.nasdaq.com/symbol/klac,/wiki/KLA_Corporation,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KLAC&action=getcompany,"/wiki/Milpitas,_California",45,Information Technology,4530,Semiconductors & Semiconductor Equipment,453010,Semiconductors & Semiconductor Equipment,45301010,Semiconductor Equipment,"Manufacturers of semiconductor equipment, including manufacturers of the raw material and equipment used in the solar power industry."
276,KHC,Kraft Heinz Co,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois; Pittsburgh, Pennsylvania",2015-07-06,0001637459,2015 (1869),http://www.nasdaq.com/symbol/khc,/wiki/Kraft_Heinz,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KHC&owner=exclude&action=getcompany,/wiki/Chicago,30,Consumer Staples,3020,"Food, Beverage & Tobacco",302020,Food Products,30202030,Packaged Foods & Meats,"Producers of packaged foods including dairy products, fruit juices, meats, poultry, fish and pet foods."
277,KR,Kroger Co.,Consumer Staples,Food Retail,"Cincinnati, Ohio",1957-03-04,0000056873,1883,https://www.nyse.com/quote/XNYS:KR,/wiki/Kroger_Co.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=KR&action=getcompany,"/wiki/Cincinnati,_Ohio",30,Consumer Staples,3010,Food & Staples Retailing,301010,Food & Staples Retailing,30101030,Food Retail,Owners and operators of primarily food retail stores.
